Ac	Activities
Ss_65_40_25	Dust extract systems	Ss_65_40
Ss_65_40_32	Fume extract systems	Ss_65_40
Ss_65_40_32_32	Fume cupboard extract systems	Ss_65_40_32
Ss_65_40_32_70	Recirculatory fume cupboards systems	Ss_65_40_32
Ss_65_40_32_75	Safety cabinet extract systems	Ss_65_40_32
Ss_65_40_33	General space ventilation systems	Ss_65_40
Ss_65_40_33_45	Kitchen extract ventilation systems	Ss_65_40_33
Ss_65_40_33_50	Mechanical extract ventilation systems	Ss_65_40_33
Ss_65_40_33_51	Mechanical supply ventilation systems	Ss_65_40_33
Ss_65_40_33_56	Natural ventilation systems	Ss_65_40_33
Ss_65_40_33_90	Toilet extract ventilation systems	Ss_65_40_33
Ss_65_40_42	Industrial fume extract systems	Ss_65_40
Ss_65_40_42_45	Local exhaust ventilation systems	Ss_65_40_42
Ss_65_40_42_95	Vehicle exhaust extract systems	Ss_65_40_42
Ss_65_40_80	Smoke extract and control systems	Ss_65_40
Ss_65_40_80_65	Pressure differential systems	Ss_65_40_80
Ss_65_40_80_80	Smoke and heat exhaust ventilation systems	Ss_65_40_80
Ss_65_40_94	Vehicular space ventilation systems	Ss_65_40
Ss_65_40_94_10	Car park extract systems	Ss_65_40_94
Ss_65_40_94_11	Car park supply systems	Ss_65_40_94
Ss_65_40_94_90	Tunnel ventilation systems	Ss_65_40_94
Ss_65_60	Specialist ventilation systems	Ss_65
Ss_65_60_95	Wind tunnel systems	Ss_65_60
Ss_65_80	Air conditioning systems	Ss_65
Ss_65_80_05	Central air conditioning systems	Ss_65_80
Ss_65_80_05_10	Centralized all-air conditioning systems	Ss_65_80_05
Ss_65_80_05_30	Fan coil unit air conditioning systems	Ss_65_80_05
Ss_65_80_05_40	Induction unit air conditioning systems	Ss_65_80_05
Ss_65_80_15	Controlled environment systems	Ss_65_80
Ss_65_80_45	Local air conditioning systems	Ss_65_80
Ss_65_80_45_25	Evaporative cooling systems	Ss_65_80_45
Ss_65_80_45_48	Local underfloor air conditioning systems	Ss_65_80_45
Ss_65_80_45_72	Room air conditioning systems	Ss_65_80_45
Ss_65_95	Temporary ventilation and air conditioning systems	Ss_65
Ss_70	Electrical systems	Ss
Ss_70_10	Electrical power generation systems	Ss_70
Ss_70_10_30	Fossil fuel power generation systems	Ss_70_10
Ss_70_10_30_33	Gas power generating systems	Ss_70_10_30
Ss_70_10_30_70	Reciprocating internal combustion engine	Ss_70_10_30
Ss_70_10_32	Geothermal power generation systems	Ss_70_10
Ss_70_10_32_33	Geothermal power generation systems	Ss_70_10_32
Ss_70_10_35	Gravity power generation systems	Ss_70_10
Ss_70_10_35_36	Hydroelectric power generation systems	Ss_70_10_35
Ss_70_10_35_96	Water mill systems	Ss_70_10_35
Ss_70_10_35_97	Water turbine systems	Ss_70_10_35
Ss_70_10_80	Solar power generation systems	Ss_70_10
Ss_70_10_80_35	Grid-connected photovoltaic systems	Ss_70_10_80
Ss_70_10_80_85	Stand-alone photovoltaic systems	Ss_70_10_80
Ss_70_10_96	Wave and tidal power generation systems	Ss_70_10
Ss_70_10_96_80	Small-scale wave and tidal power generation systems	Ss_70_10_96
Ss_70_10_97	Wind power generation systems	Ss_70_10
Ss_70_10_97_80	Small-scale wind power generation systems	Ss_70_10_97
Ss_70_10_97_97	Wind power generating systems	Ss_70_10_97
Ss_70_30	Electricity distribution and transmission systems	Ss_70
Ss_70_30_35	High-voltage distribution and transmission systems	Ss_70_30
Ss_70_30_35_35	High-voltage distribution systems	Ss_70_30_35
Ss_70_30_35_40	High-voltage transmission systems	Ss_70_30_35
Ss_70_30_45	Low-voltage systems	Ss_70_30
Ss_70_30_45_45	Low-voltage distribution systems	Ss_70_30_45
Ss_70_30_60	Overhead line traction power distribution systems	Ss_70_30
Ss_70_30_60_11	Catenary overhead line systems	Ss_70_30_60
Ss_70_30_60_89	Trolley wire overhead line systems	Ss_70_30_60
Ss_70_30_80	Small power systems	Ss_70_30
Ss_70_30_80_35	Hard-wired voltage small power systems	Ss_70_30_80
Ss_70_30_80_45	Low-voltage small power systems with prefabricated wiring	Ss_70_30_80
Ss_70_30_90	Third rail traction power distribution systems	Ss_70_30
Ss_70_30_90_90	Third rail electrification systems	Ss_70_30_90
Ss_70_30_94	Vehicle charging systems	Ss_70_30
Ss_70_30_94_27	Electric vehicle charging systems	Ss_70_30_94
Ss_70_80	Lighting systems	Ss_70
Ss_70_80_01	Aeronautical lighting systems	Ss_70_80
Ss_70_80_01_02	Approach lighting systems	Ss_70_80_01
Ss_70_80_01_03	Apron lighting systems	Ss_70_80_01
Ss_70_80_01_47	Lighting beacon systems	Ss_70_80_01
Ss_70_80_01_65	Precision approach path indicator systems	Ss_70_80_01
Ss_70_80_01_74	Runway lighting systems	Ss_70_80_01
Ss_70_80_01_87	Taxiway lighting systems	Ss_70_80_01
Ss_70_80_25	External lighting systems	Ss_70_80
Ss_70_80_25_05	Amenity lighting systems	Ss_70_80_25
Ss_70_80_25_70	Roadway lighting systems	Ss_70_80_25
Ss_70_80_33	General space lighting systems	Ss_70_80
Ss_70_80_33_12	Central battery supplied emergency lighting systems	Ss_70_80_33
Ss_70_80_33_30	Fibre optic lighting systems	Ss_70_80_33
Ss_70_80_33_33	General lighting systems with prefabricated wiring	Ss_70_80_33
Ss_70_80_33_35	Hard-wired general lighting systems	Ss_70_80_33
Ss_70_80_33_88	Theatrical/ stage lighting systems	Ss_70_80_33
Ss_70_80_33_92	Underwater lighting systems	Ss_70_80_33
Ss_70_95	Temporary electrical systems	Ss_70
Ss_75	Communications, security, safety, control and protection systems	Ss
Ss_75_10	Communications systems	Ss_75
Ss_75_10_21	Data distribution and telecommunications systems	Ss_75_10
Ss_75_10_21_21	Data distribution systems	Ss_75_10_21
Ss_75_10_21_88	Telecommunications systems	Ss_75_10_21
Ss_75_10_46	Listening systems	Ss_75_10
Ss_75_10_46_05	Audio-frequency induction-loop systems	Ss_75_10_46
Ss_75_10_46_42	Infrared listening systems	Ss_75_10_46
Ss_75_10_68	Public communications systems	Ss_75_10
Ss_75_10_68_02	Advertising display systems	Ss_75_10_68
Ss_75_10_68_13	Clock systems	Ss_75_10_68
Ss_75_10_68_68	Public address systems	Ss_75_10_68
Ss_75_10_68_69	Queue management systems	Ss_75_10_68
Ss_75_10_70	Radio and television distribution systems	Ss_75_10
Ss_75_10_70_70	Radio distribution systems	Ss_75_10_70
Ss_75_10_70_88	Television distribution systems	Ss_75_10_70
Ss_75_10_72	Roadside emergency communication systems	Ss_75_10
Ss_75_10_72_72	Roadway emergency communication systems	Ss_75_10_72
Ss_75_10_88	Timing and scoring systems	Ss_75_10
Ss_75_10_88_05	Athletics timing and scoring systems	Ss_75_10_88
Ss_75_10_88_86	Swimming pool timing and scoring systems	Ss_75_10_88
Ss_75_30	Signal systems	Ss_75
Ss_75_30_35	Highway signal and control systems	Ss_75_30
Ss_75_30_35_52	Motorway signal and control systems	Ss_75_30_35
Ss_75_30_35_72	Road signal and control systems	Ss_75_30_35
Ss_75_30_50	Marine signal systems	Ss_75_30
Ss_75_30_60	Obstacle beacon systems	Ss_75_30
Ss_75_30_70	Railway signal and control systems	Ss_75_30
Ss_75_30_70_70	Rail signal systems	Ss_75_30_70
Ss_75_30_90	Tramway signal systems	Ss_75_30
Ss_75_30_97	Waterway signal systems	Ss_75_30
Ss_75_30_98	Wind direction indication systems	Ss_75_30
Ss_75_30_98_96	Windsock systems	Ss_75_30_98
Ss_75_40	Security systems	Ss_75
Ss_75_40_02	Access control systems	Ss_75_40
Ss_75_40_02_05	Audio intercom systems	Ss_75_40_02
Ss_75_40_02_11	Card access control systems	Ss_75_40_02
Ss_75_40_53	Monitoring systems	Ss_75_40
Ss_75_40_53_86	Surveillance systems	Ss_75_40_53
Ss_75_40_73	Security screening systems	Ss_75_40
Ss_75_40_73_11	Cabin baggage screening systems	Ss_75_40_73
Ss_75_40_73_60	Passenger screening systems	Ss_75_40_73
Ss_75_40_75	Security detection alarm systems	Ss_75_40
Ss_75_40_75_02	Aerospace security detection and warning systems	Ss_75_40_75
Ss_75_40_75_40	Intruder detection and alarm systems	Ss_75_40_75
Ss_75_40_75_50	Marine and waterway security detection and warning systems	Ss_75_40_75
Ss_75_50	Communication, safety and protection systems	Ss_75
Ss_75_50_11	Call and alarm systems	Ss_75_50
Ss_75_50_11_05	Assistance call systems	Ss_75_50_11
Ss_75_50_11_27	Emergency voice communication systems	Ss_75_50_11
Ss_75_50_11_57	Nurse call systems	Ss_75_50_11
Ss_75_50_11_95	Voice alarm systems	Ss_75_50_11
Ss_75_50_26	Debris detection systems	Ss_75_50
Ss_75_50_26_30	Foreign object debris (FOD) detection systems	Ss_75_50_26
Ss_75_50_28	Detection and alarm systems	Ss_75_50
Ss_75_50_28_05	Aspirating detection systems	Ss_75_50_28
Ss_75_50_28_24	Duct smoke detector systems	Ss_75_50_28
Ss_75_50_28_29	Fire detection and alarm systems	Ss_75_50_28
Ss_75_50_28_30	Fixed gas detection and alarm systems	Ss_75_50_28
Ss_75_50_28_32	Flow sample gas detection and alarm systems	Ss_75_50_28
Ss_75_50_28_96	Water leak detection and alarm systems	Ss_75_50_28
Ss_75_50_28_97	Water presence detection and alarm systems	Ss_75_50_28
Ss_75_50_35	Healthcare imaging systems	Ss_75_50
Ss_75_50_60	Patient monitoring and telemetry systems	Ss_75_50
Ss_75_60	Environmental safety systems	Ss_75
Ss_75_60_25	Earthquake warning systems	Ss_75_60
Ss_75_60_30	Flood warning systems	Ss_75_60
Ss_75_60_50	Meteorological detection and warning systems	Ss_75_60
Ss_75_60_52	Meteorological instrumentation systems	Ss_75_60
Ss_75_60_52_95	Weather observation systems	Ss_75_60_52
Ss_75_60_70	Radiation detection and alarm systems	Ss_75_60
Ss_75_60_75	Seismic instrumentation systems	Ss_75_60
Ss_75_60_90	Tsunami warning systems	Ss_75_60
Ss_75_60_95	Volcanic eruption warning systems	Ss_75_60
Ss_75_70	Control and management systems	Ss_75
Ss_75_70_05	Aerospace control systems	Ss_75_70
Ss_75_70_10	Bridge control systems	Ss_75_70
Ss_75_70_20	Dam control systems	Ss_75_70
Ss_75_70_35	Highway control systems	Ss_75_70
Ss_75_70_50	Marine control systems	Ss_75_70
Ss_75_70_52	Mechanical engineering services control and management systems	Ss_75_70
Ss_75_70_52_03	Air to air heat pump control systems	Ss_75_70_52
Ss_75_70_52_14	Climatic ceiling panels and beams control systems	Ss_75_70_52
Ss_75_70_52_15	Combined heat and power control systems	Ss_75_70_52
Ss_75_70_52_16	Constant volume air conditioning control systems	Ss_75_70_52
Ss_75_70_52_17	Cooling system control systems	Ss_75_70_52
Ss_75_70_52_28	Extract ventilation control systems	Ss_75_70_52
Ss_75_70_52_29	Fan coil unit air conditioning control systems	Ss_75_70_52
Ss_75_70_52_32	Fuel supply control systems	Ss_75_70_52
Ss_75_70_52_33	Gas fired heating control systems	Ss_75_70_52
Ss_75_70_52_36	Heating system control systems	Ss_75_70_52
Ss_75_70_52_52	Mixed mode ventilation control systems	Ss_75_70_52
Ss_75_70_52_56	Natural ventilation control systems	Ss_75_70_52
Ss_75_70_52_70	Radiant heating control systems	Ss_75_70_52
Ss_75_70_52_80	Smoke and heat detection extract control systems	Ss_75_70_52
Ss_75_70_52_81	Smoke and heat detection shut down control systems	Ss_75_70_52
Ss_75_70_52_85	Steam and condensate control systems	Ss_75_70_52
Ss_75_70_52_93	Variable volume air conditioning control systems	Ss_75_70_52
Ss_75_70_52_94	Ventilation control systems	Ss_75_70_52
Ss_75_70_52_96	Water supply control systems	Ss_75_70_52
Ss_75_70_52_97	Water to air heat pump control systems	Ss_75_70_52
Ss_75_70_54	Metering, monitoring and management systems	Ss_75_70
Ss_75_70_54_10	Building monitoring and management systems	Ss_75_70_54
Ss_75_70_54_25	Electricity metering systems	Ss_75_70_54
Ss_75_70_54_30	Fuel metering systems	Ss_75_70_54
Ss_75_70_54_95	Water metering systems	Ss_75_70_54
Ss_75_70_70	Railway control systems	Ss_75_70
Ss_75_70_72	Road control systems	Ss_75_70
Ss_75_70_85	Structural monitoring systems	Ss_75_70
Ss_75_70_85_18	Crack gauge monitoring systems	Ss_75_70_85
Ss_75_70_85_27	Electrolevel monitoring systems	Ss_75_70_85
Ss_75_70_85_47	Liquid levelling monitoring systems	Ss_75_70_85
Ss_75_70_85_48	Load cell monitoring systems	Ss_75_70_85
Ss_75_70_85_62	Piezometer monitoring systems	Ss_75_70_85
Ss_75_70_85_66	Precise levelling monitoring systems	Ss_75_70_85
Ss_75_70_85_67	Prism monitoring systems	Ss_75_70_85
Ss_75_70_85_84	Strain gauge monitoring systems	Ss_75_70_85
Ss_75_70_85_86	Sub-surface monitoring arrays systems	Ss_75_70_85
Ss_75_70_85_87	Tape extensometer monitoring systems	Ss_75_70_85
Ss_75_70_85_90	Tilt sensors monitoring systems	Ss_75_70_85
Ss_75_70_90	Traffic monitoring systems	Ss_75_70
Ss_75_70_90_90	Traffic enforcement camera systems	Ss_75_70_90
Ss_75_70_96	Water supply and wastewater control systems	Ss_75_70
Ss_75_70_96_21	Desludging control systems	Ss_75_70_96
Ss_75_70_96_30	Flow measurement and control systems	Ss_75_70_96
Ss_75_70_96_96	Wastewater supply control systems	Ss_75_70_96
Ss_75_70_97	Waterway control systems	Ss_75_70
Ss_75_80	Protection systems	Ss_75
Ss_75_80_10	Cathodic protection systems	Ss_75_80
Ss_75_80_10_02	Adhesive backed zinc sheet anode systems	Ss_75_80_10
Ss_75_80_10_09	Buried galvanic anode systems	Ss_75_80_10
Ss_75_80_10_10	Buried impressed current anode systems	Ss_75_80_10
Ss_75_80_10_27	Embedded impressed current anode systems	Ss_75_80_10
Ss_75_80_10_28	Embedded zinc anode systems	Ss_75_80_10
Ss_75_80_10_41	Immersed galvanic anode systems	Ss_75_80_10
Ss_75_80_10_42	Immersed impressed current anode systems	Ss_75_80_10
Ss_75_80_10_72	Recess mounted impressed current anode systems	Ss_75_80_10
Ss_75_80_10_85	Surface mounted impressed current anode systems	Ss_75_80_10
Ss_75_80_10_99	Zinc mesh in overlay systems	Ss_75_80_10
Ss_75_80_45	Electrical protection systems	Ss_75_80
Ss_75_80_45_25	Earthing and bonding systems	Ss_75_80_45
Ss_75_80_45_45	Lightning protection systems	Ss_75_80_45
Ss_75_95	Temporary communications, security, safety, control and protection systems	Ss_75
Ss_80	Transport systems	Ss
Ss_80_10	Cable transport systems	Ss_80
Ss_80_10_05	Aerial tram systems	Ss_80_10
Ss_80_10_10	Cable car systems	Ss_80_10
Ss_80_10_15	Chairlift systems	Ss_80_10
Ss_80_10_30	Funicular systems	Ss_80_10
Ss_80_10_35	Gondola systems	Ss_80_10
Ss_80_10_70	Ropeway tow systems	Ss_80_10
Ss_80_10_85	Surface lift systems	Ss_80_10
Ss_80_20	Conveying systems	Ss_80
Ss_80_20_05	Automatic guided vehicle systems	Ss_80_20
Ss_80_20_06	Baggage handling systems	Ss_80_20
Ss_80_20_06_04	Airport baggage handling systems	Ss_80_20_06
Ss_80_20_10	Bulk material conveying systems	Ss_80_20
Ss_80_20_11	Cargo handling systems	Ss_80_20
Ss_80_20_23	Document conveying systems	Ss_80_20
Ss_80_20_23_65	Pneumatic conveying systems	Ss_80_20_23
Ss_80_20_60	Parcel sorting systems	Ss_80_20
Ss_80_20_62	People conveying systems	Ss_80_20
Ss_80_20_62_28	Escalator systems	Ss_80_20_62
Ss_80_20_62_53	Moving walkway systems 	Ss_80_20_62
Ss_80_20_63	Piece conveying systems	Ss_80_20
Ss_80_20_63_59	Overhead piece conveying systems	Ss_80_20_63
Ss_80_20_65	Pneumatic conveying systems	Ss_80_20
Ss_80_30	Crane and hoist systems	Ss_80
Ss_80_30_10	Bulk handling crane systems	Ss_80_30
Ss_80_30_15	Container handling crane systems	Ss_80_30
Ss_80_30_20	Derrick systems	Ss_80_30
Ss_80_30_25	Dynamic permanent access and safety equipment systems	Ss_80_30
Ss_80_30_25_30	Fixed rig suspended access systems	Ss_80_30_25
Ss_80_30_25_32	Gantry access systems	Ss_80_30_25
Ss_80_30_25_35	Guided type fall arrest systems	Ss_80_30_25
Ss_80_30_25_50	Mobile rig monorail suspended access systems	Ss_80_30_25
Ss_80_30_25_52	Mobile rig tracked suspended access systems	Ss_80_30_25
Ss_80_30_25_55	Mobile rig trackless suspended access systems	Ss_80_30_25
Ss_80_30_25_75	Robotic cleaning systems	Ss_80_30_25
Ss_80_30_25_80	Single point anchorage fall arrest systems	Ss_80_30_25
Ss_80_30_25_90	Travelling ladder access systems	Ss_80_30_25
Ss_80_30_40	Hoist systems	Ss_80_30
Ss_80_30_45	Industrial crane systems	Ss_80_30
Ss_80_30_45_59	Overhead crane systems	Ss_80_30_45
Ss_80_50	Lift systems	Ss_80
Ss_80_50_60	Passenger and goods lift systems	Ss_80_50
Ss_80_50_60_26	Electric lift systems	Ss_80_50_60
Ss_80_50_60_39	Hydraulic lift systems	Ss_80_50_60
Ss_80_50_60_42	Inclined stairlift systems	Ss_80_50_60
Ss_80_50_60_50	Manual dumbwaiter systems	Ss_80_50_60
Ss_80_50_60_60	Paternoster systems	Ss_80_50_60
Ss_80_50_60_65	Powered homelift systems	Ss_80_50_60
Ss_80_50_60_85	Step lift systems	Ss_80_50_60
Ss_80_50_60_94	Vertical platform lift systems	Ss_80_50_60
Ss_80_50_94	Vehicle and boat stacking systems	Ss_80_50
Ss_80_50_96	Warehouse stacking systems	Ss_80_50
Ss_80_70	Track systems	Ss_80
Ss_80_70_46	Level crossing systems	Ss_80_70
Ss_80_70_46_60	Pedestrian crossing systems	Ss_80_70_46
Ss_80_70_46_93	User worked crossing systems	Ss_80_70_46
Ss_80_70_46_95	Vehicular crossing systems	Ss_80_70_46
Ss_80_70_50	Monorail systems	Ss_80_70
Ss_80_70_69	Rail buffer systems	Ss_80_70
Ss_80_70_69_30	Fixed buffer systems	Ss_80_70_69
Ss_80_70_69_31	Friction buffer systems	Ss_80_70_69
Ss_80_70_70	Rail track systems	Ss_80_70
Ss_80_70_70_06	Ballasted rail track systems	Ss_80_70_70
Ss_80_70_70_27	Embedded rail system	Ss_80_70_70
Ss_80_70_70_56	Non-embedded slab track rail systems	Ss_80_70_70
Ss_80_70_70_65	Precast track bed systems	Ss_80_70_70
Ss_80_80	Turntable systems	Ss_80
Ss_80_80_20	Display turntable systems	Ss_80_80
Ss_80_80_30	Floor turntable systems	Ss_80_80
Ss_80_80_40	Industrial turntable systems	Ss_80_80
Ss_80_80_70	Railway turntable systems	Ss_80_80
Ss_80_80_85	Stage turntable systems	Ss_80_80
Ss_80_90	Vehicle access systems	Ss_80
Ss_80_90_05	Aircraft passenger loading bridge systems	Ss_80_90
Ss_80_90_05_60	Passenger loading bridge systems	Ss_80_90_05
Ss_80_90_70	Rocket passenger access systems	Ss_80_90
Ss_80_90_75	Ship passenger loading bridge systems	Ss_80_90
Ss_80_95	Temporary transport systems	Ss_80
Ss_85	Process engineering systems	Ss
Ss_85_72	Robotic systems	Ss_85
Ss_85_95	Temporary process engineering systems	Ss_85
Ss_90	Soft facility management systems	Ss
Ss_90_05	Demand for space	Ss_90
Ss_90_06	Demand for technical infrastructure	Ss_90
Ss_90_07	Demand for cleaning	Ss_90
Ss_90_08	Demand related to outdoor space	Ss_90
Ss_90_09	Workplace	Ss_90
Ss_90_10	Specific demand related to space and infrastructure	Ss_90
Ss_90_11	Demand for health, safety and security	Ss_90
Ss_90_12	Hospitality demands	Ss_90
Ss_90_13	Demand for information and communication	Ss_90
Ss_90_14	Demand for logistics	Ss_90
Ss_90_15	Demand for integrated management, consultancy and administration	Ss_90
Ss_90_20	Specific demand of administrative, commercial and protective service	Ss_90
Ss_90_25	Specific demand of cultural, educational, scientific and information	Ss_90
Ss_90_30	Specific demand of industrial organizations	Ss_90
Ss_90_35	Specific demand of medical, health, welfare and sanitary organizations	Ss_90
Ss_90_40	Specific demand of recreational organizations	Ss_90
Ss_90_45	Specific demand of residential organizations	Ss_90
Ss_90_50	Specific demand of disposal organizations	Ss_90
Ss_90_55	Specific demand of piped supply organizations	Ss_90
Ss_90_60	Specific demand of heating, cooling and refrigeration organizations	Ss_90
Ss_90_65	Specific demand of ventilation and air conditioning organizations	Ss_90
Ss_90_70	Specific demand of electrical organizations	Ss_90
Ss_90_75	Specific demand of communications, security, safety and protection organisations	Ss_90
Ss_90_80	Specific demand of rail organizations	Ss_90
Ss_90_81	Specific demand of road organizations	Ss_90
Ss_90_82	Specific demand of marine and waterway organizations	Ss_90
Ss_90_83	Specific demand of cable transport organizations	Ss_90
Ss_90_84	Specific demand of aerospace organizations	Ss_90
Zz	CAD
Zz_10	Title sheet	Zz
Zz_10_20	Drawing frame	Zz_10
Zz_10_20_45	Logo	Zz_10_20
Zz_10_20_95	Viewports	Zz_10_20
Zz_10_40	Hold clouds and notation	Zz_10
Zz_10_70	Revisions	Zz_10
Zz_10_70_05	Annotation	Zz_10_70
Zz_10_70_10	Blocks and cells	Zz_10_70
Zz_10_70_20	Clouds and notations	Zz_10_70
Zz_10_80	Status stamps	Zz_10
Zz_20	Textual content	Zz
Zz_20_10	Annotation	Zz_20
Zz_20_10_40	Keynotes	Zz_20_10
Zz_20_10_45	Labels	Zz_20_10
Zz_20_10_50	Leaders	Zz_20_10
Zz_20_10_55	Notes	Zz_20_10
Zz_20_10_70	Reference	Zz_20_10
Zz_20_10_85	Tags	Zz_20_10
Zz_20_10_90	Text	Zz_20_10
Zz_20_20	Dimensions	Zz_20
Zz_20_30	General masking	Zz_20
Zz_20_30_50	Masks	Zz_20_30
Zz_20_30_95	Wipeouts	Zz_20_30
Zz_20_40	Hatching	Zz_20
Zz_20_40_05	Area fill	Zz_20_40
Zz_20_40_35	Hatch boundaries	Zz_20_40
Zz_20_40_60	Pattern	Zz_20_40
Zz_20_40_80	Solid fill	Zz_20_40
Zz_20_70	Redlining	Zz_20
